1 1:26 2:274.9472 3:15.0854 4:0.2234 5:0 6:0.8369 7:0.3108 8:96 9:11.7254 10:0.9990 11:20.3996 12:0.0331 13:11.825 14:12.130
1 1:26 2:274.9472 3:15.9127 4:0.2234 5:0 6:0.8369 7:0.1569 8:646 9:3.3766 10:0.9959 11:20.6628 12:0.0459 13:11.727 14:12.073
1 1:26 2:228.3956 3:15.0854 4:0.2574 5:0 6:0.8215 7:0.3108 8:96 9:0.0000 10:0 11:20.2476 12:0.5627 13:12.109 14:12.291
1 1:26 2:228.3956 3:15.9127 4:0.2574 5:0 6:0.8215 7:0.1569 8:682 9:0.0000 10:0 11:20.8416 12:0.4360 13:12.050 14:12.258
1 1:26 2:253.9952 3:15.0854 4:0.3121 5:0 6:0.7569 7:0.3108 8:96 9:0.8173 10:0.9957 11:19.6758 12:0.4007 13:12.032 14:12.248
1 1:26 2:253.9952 3:15.9127 4:0.3121 5:0 6:0.7569 7:0.1569 8:703 9:0.0000 10:0 11:19.8168 12:0.4156 13:11.962 14:12.208
1 1:26 2:279.8944 3:15.0854 4:0.2115 5:0 6:0.8831 7:0.3108 8:96 9:0.0000 10:0 11:19.6160 12:0.6513 13:12.323 14:12.407
1 1:26 2:279.8944 3:15.9127 4:0.2115 5:0 6:0.8831 7:0.1569 8:708 9:0.0000 10:0 11:18.7894 12:0.7163 13:12.296 14:12.392
1 1:12 2:63.4270 3:309.0555 4:0.0972 5:0.8472 6:0 7:0 8:1 9:6.0000 10:0.9815 11:10.5912 12:0.2012 13:3.096 14:3.171
1 1:12 2:63.4270 3:309.0555 4:0.0972 5:0.8472 6:0 7:0 8:1 9:0.0000 10:0 11:10.4701 12:0.2904 13:3.201 14:3.346
1 1:12 2:63.4270 3:309.0555 4:0.0972 5:0.8472 6:0 7:0 8:1 9:8.0000 10:0.6213 11:10.6405 12:0.2252 13:3.044 14:3.079
1 1:15 2:69.8909 3:327.6802 4:0.0667 5:0.8756 6:0 7:0 8:1 9:10.1818 10:0.5275 11:13.3198 12:0.2843 13:3.917 14:4.049
1 1:15 2:69.8909 3:327.6802 4:0.0667 5:0.8756 6:0 7:0 8:1 9:10.0000 10:0.7543 11:13.2822 12:0.2289 13:4.126 14:4.388
1 1:15 2:69.8909 3:327.6802 4:0.0667 5:0.8756 6:0 7:0 8:1 9:7.8462 10:0.6531 11:13.6312 12:0.1967 13:3.843 14:3.920
1 1:18 2:63.1960 3:351.1376 4:0.0556 5:0.8951 6:0 7:0 8:1 9:14.7091 10:0.5806 11:16.6892 12:0.2091 13:4.585 14:4.658
1 1:18 2:56.9507 3:356.8701 4:0.0556 5:0.8951 6:0 7:0 8:428 9:0.2136 10:0.8737 11:10.6438 12:0.4643 13:4.632 14:4.742
1 1:20 2:59.4589 3:346.3734 4:0.0500 5:0.9050 6:0 7:0 8:2 9:16.9159 10:0.6066 11:18.4504 12:0.1079 13:5.105 14:5.195
1 1:20 2:59.4589 3:346.3734 4:0.0500 5:0.9050 6:0 7:0 8:1 9:17.8474 10:0.3134 11:18.7750 12:0.0910 13:5.035 14:5.067
1 1:20 2:65.7126 3:346.3734 4:0.0500 5:0.9050 6:0 7:0 8:1 9:15.3500 10:0.5332 11:18.3186 12:0.2569 13:5.260 14:5.469
2 1:22 2:66.9564 3:421.0555 4:0.0455 5:0.9132 6:0 7:0 8:1 9:17.5917 10:0.6526 11:20.5860 12:0.2305 13:5.763 14:5.980
1 1:25 2:57.9713 3:424.2679 4:0.0400 5:0.9232 6:0 7:0 8:4 9:19.4926 10:0.5231 11:22.9658 12:0.2360 13:6.490 14:6.693
1 1:19 2:531.0171 3:52.1017 4:0.6898 5:0.0526 6:0 7:0 8:4 9:0.0000 10:0 11:16.5531 12:0.6032 13:5.178 14:5.494
1 1:128 2:52.0396 3:1153.9838 4:0.0625 5:0.9924 6:0 7:0 8:60 9:0.0000 10:0 11:123.2622 12:0.0020 13:32.000 14:32.000
1 1:16 2:84.7981 3:170.3834 4:0.3125 5:0.7031 6:0 7:0 8:945 9:0.0000 10:0 11:7.7848 12:0.4204 13:4.000 14:4.000
1 1:16 2:84.7981 3:75.6532 4:0.3125 5:0.2812 6:0 7:0 8:949 9:0.0000 10:0 11:8.2716 12:0.0197 13:4.000 14:4.000
1 1:16 2:84.7981 3:133.3611 4:0.3125 5:0.6016 6:0 7:0 8:965 9:0.0000 10:0 11:7.1296 12:0.3332 13:4.000 14:4.000
1 1:16 2:84.7981 3:235.6858 4:0.3125 5:0.8359 6:0 7:0 8:956 9:0.0000 10:0 11:8.0806 12:0.3371 13:4.000 14:4.000
1 1:16 2:84.7981 3:249.4637 4:0.3125 5:0.8359 6:0 7:0 8:960 9:0.0000 10:0 11:8.7810 12:0.3921 13:4.000 14:4.000
1 1:16 2:84.7981 3:254.6196 4:0.3125 5:0.8359 6:0 7:0 8:946 9:0.0000 10:0 11:7.8130 12:0.5036 13:4.000 14:4.000
1 1:16 2:84.7981 3:151.1837 4:0.3125 5:0.1016 6:0 7:0 8:947 9:0.0000 10:0 11:7.6584 12:0 13:4.000 14:4.000
1 1:16 2:84.7981 3:296.8535 4:0.3125 5:0.8828 6:0 7:0 8:944 9:0.0000 10:0 11:7.9860 12:0.0596 13:4.000 14:4.000
1 1:16 2:84.7981 3:322.5148 4:0.3125 5:0.9062 6:0 7:0 8:947 9:0.0000 10:0 11:8.2378 12:0.3676 13:4.000 14:4.000
0 1:32 2:69.2714 3:281.5667 4:0.1875 5:0.8555 6:0 7:0 8:218 9:18.7135 10:0.7470 11:25.7952 12:0.1984 13:8.000 14:8.000
1 1:32 2:69.2714 3:208.2683 4:0.1875 5:0.7891 6:0 7:0 8:854 9:2.2282 10:0.9928 11:23.6522 12:0.2868 13:8.000 14:8.000
1 1:32 2:69.2714 3:200.2664 4:0.1875 5:0.7441 6:0 7:0 8:943 9:0.0000 10:0 11:22.8252 12:0.0733 13:8.000 14:8.000
1 1:32 2:69.2714 3:235.4840 4:0.1875 5:0.8242 6:0 7:0 8:956 9:0.0000 10:0 11:24.4310 12:0.2384 13:8.000 14:8.000
1 1:32 2:69.2714 3:1091.4043 4:0.1875 5:0.9883 6:0 7:0 8:945 9:0.0000 10:0 11:23.3726 12:0 13:8.000 14:8.000
1 1:32 2:69.2714 3:849.7845 4:0.1875 5:0.9824 6:0 7:0 8:952 9:0.0000 10:0 11:22.9154 12:0.0138 13:8.000 14:8.000
1 1:32 2:69.2714 3:187.8517 4:0.1875 5:0.7246 6:0 7:0 8:950 9:0.0494 10:0.9998 11:24.6004 12:0.2113 13:8.000 14:8.000
1 1:12 2:50.8555 3:63.3506 4:0.0833 5:0.0833 6:0 7:0 8:2 9:0.0000 10:0 11:9.5173 12:0.3387 13:3.743 14:4.092
1 1:14 2:49.5829 3:66.7922 4:0.0714 5:0.0714 6:0 7:0 8:3 9:0.0000 10:0 11:10.0221 12:0.5385 13:4.319 14:4.732
1 1:16 2:48.4975 3:64.9555 4:0.0625 5:0.0625 6:0 7:0 8:2 9:0.0000 10:0 11:13.5877 12:0.3011 13:4.405 14:4.690
1 1:18 2:47.2052 3:63.7798 4:0.0556 5:0.0556 6:0 7:0 8:4 9:0.0000 10:0 11:15.0674 12:0.2360 13:5.084 14:5.477
1 1:20 2:46.0146 3:64.3235 4:0.0500 5:0.0500 6:0 7:0 8:12 9:0.0000 10:0 11:16.1677 12:0.3603 13:5.830 14:6.352
1 1:30 2:149.9797 3:49.2257 4:0.6333 5:0.0333 6:0 7:0 8:127 9:20.4045 10:0.8562 11:25.9484 12:0.1771 13:9.131 14:10.089
1 1:30 2:149.9797 3:49.9925 4:0.6333 5:0.0333 6:0 7:0 8:78 9:20.1211 10:0.3857 11:24.8582 12:0.3317 13:9.086 14:10.031
2 1:32 2:49.0145 3:164.2216 4:0.0312 5:0.6777 6:0 7:0 8:274 9:14.5849 10:0.9112 11:24.9848 12:0.3926 13:9.848 14:10.908
1 1:20 2:45.6447 3:39.7857 4:0.0500 5:0.0975 6:0 7:0.2000 8:1 9:17.3000 10:0.9664 11:18.5256 12:0.4298 13:5.072 14:5.135
1 1:20 2:45.6447 3:68.9274 4:0.0500 5:0.1075 6:0 7:0.4421 8:1 9:0.0000 10:0 11:16.8478 12:0.6698 13:5.196 14:5.358
1 1:30 2:42.9374 3:32.1813 4:0.0333 5:0.0656 6:0 7:0.1333 8:2 9:28.1511 10:0.6750 11:28.3820 12:0.2912 13:7.622 14:7.732
1 1:30 2:42.9374 3:64.0566 4:0.0333 5:0.0678 6:0 7:0.4184 8:1 9:27.5263 10:0.9826 11:27.5428 12:0.4856 13:7.652 14:7.787
0 1:40 2:42.0834 3:27.7437 4:0.0250 5:0.0494 6:0 7:0.1000 8:2 9:37.8984 10:0.6317 11:38.6036 12:0.1483 13:10.154 14:10.295
1 1:40 2:42.0834 3:64.1591 4:0.0250 5:0.0519 6:0 7:0.4500 8:1 9:38.5972 10:0.9162 11:37.6222 12:0.3901 13:10.355 14:10.669
0 1:50 2:41.1717 3:24.7485 4:0.0200 5:0.0396 6:0 7:0.0800 8:1 9:47.7297 10:0.7007 11:48.7678 12:0.1093 13:12.684 14:12.855
1 1:50 2:41.1717 3:61.7666 4:0.0200 5:0.0412 6:0 7:0.5037 8:1 9:48.6011 10:0.9076 11:47.6376 12:0.3775 13:12.854 14:13.174
2 1:60 2:42.0981 3:22.5525 4:0.0167 5:0.0331 6:0 7:0.0667 8:1 9:58.3715 10:0.2306 11:58.8794 12:0.0376 13:15.111 14:15.217
1 1:60 2:42.0981 3:60.4570 4:0.0167 5:0.0311 6:0 7:0.4531 8:1 9:58.5633 10:0.9136 11:58.1030 12:0.3137 13:15.124 14:15.243
